,Unnamed: 0,Artist,Position,Streams,Track Name,Week,acousticness,album,artist_top_genre,danceability,energy,instrumentalness,length,liveness,loudness,popularity,release_date,speechiness,tempo,time_signature
2802,2802,Future,3.0,2885293.0,Life Is Good (feat. Drake),2020-01-17--2020-01-24,0.0706,Life Is Good (feat. Drake),hip hop,0.6759999999999999,0.609,0.0,237735.0,0.152,-5.831,85.0,2020-01-10,0.48100000000000004,142.037,4.0
2803,2803,Tones And I,4.0,2874867.0,Dance Monkey,2020-01-17--2020-01-24,0.688,Dance Monkey,pop,0.825,0.593,0.000161,209754.0,0.17,-6.401,70.0,2019-05-10,0.0988,98.07799999999999,4.0
2804,2804,Stormzy,5.0,2705807.0,Own It (feat. Ed Sheeran & Burna Boy),2020-01-17--2020-01-24,0.00838,Heavy Is The Head,grime,0.8170000000000001,0.7809999999999999,5.21e-06,216706.0,0.12300000000000001,-4.178,76.0,2019-12-13,0.11199999999999999,104.0,4.0
2805,2805,Arizona Zervas,6.0,2550467.0,ROXANNE,2020-01-17--2020-01-24,0.0522,ROXANNE,rap,0.621,0.601,0.0,163636.0,0.46,-5.6160000000000005,87.0,2019-10-10,0.14800000000000002,116.735,5.0
2806,2806,The Weeknd,7.0,2380400.0,Blinding Lights,2020-01-17--2020-01-24,0.00147,Blinding Lights,r&b,0.513,0.7959999999999999,0.00020899999999999998,201573.0,0.0938,-4.075,34.0,2019-11-29,0.0629,171.017,4.0
2807,2807,Lewis Capaldi,8.0,2332949.0,Before You Go,2020-01-17--2020-01-24,0.604,Divinely Uninspired To A Hellish Extent (Extended Edition),pop,0.45899999999999996,0.575,0.0,215106.0,0.0885,-4.8580000000000005,86.0,2019-11-22,0.0573,111.881,4.0
2808,2808,DigDat,9.0,2300117.0,Ei8ht Mile (feat. Aitch),2020-01-17--2020-01-24,0.348,Ei8ht Mile,hip hop,0.836,0.89,0.0,176088.0,0.0765,-4.553999999999999,63.0,2020-01-17,0.318,143.035,4.0
2809,2809,Dua Lipa,10.0,2179862.0,Don't Start Now,2020-01-17--2020-01-24,0.0125,Don't Start Now,dance,0.794,0.7929999999999999,0.0,183290.0,0.0952,-4.521,86.0,2019-10-31,0.0842,123.941,4.0
2810,2810,Justin Bieber,11.0,1972340.0,Yummy,2020-01-17--2020-01-24,0.366,Yummy,pop,0.687,0.514,0.0,210426.0,0.11599999999999999,-6.612,79.0,2020-01-03,0.0897,145.921,4.0
2811,2811,Eminem,12.0,1933256.0,Those Kinda Nights (feat. Ed Sheeran),2020-01-17--2020-01-24,0.027999999999999997,Music To Be Murdered By,hip hop,0.794,0.637,0.0,177693.0,0.0919,-6.29,71.0,2020-01-17,0.33899999999999997,103.868,4.0
2812,2812,Billie Eilish,13.0,1878810.0,everything i wanted,2020-01-17--2020-01-24,0.902,everything i wanted,pop,0.7040000000000001,0.225,0.657,245425.0,0.106,-14.454,87.0,2019-11-13,0.0994,120.006,4.0
2813,2813,Lewis Capaldi,14.0,1785485.0,Someone You Loved,2020-01-17--2020-01-24,0.7509999999999999,Divinely Uninspired To A Hellish Extent,pop,0.501,0.405,0.0,182160.0,0.105,-5.678999999999999,90.0,2019-05-17,0.0319,109.891,4.0
2814,2814,Harry Styles,15.0,1765820.0,Adore You,2020-01-17--2020-01-24,0.0237,Fine Line,pop,0.6759999999999999,0.7709999999999999,7.000000000000001e-06,207133.0,0.102,-3.675,87.0,2019-12-13,0.0483,99.04799999999999,4.0
2815,2815,MEDUZA,16.0,1669051.0,Lose Control,2020-01-17--2020-01-24,0.129,Lose Control,edm,0.598,0.526,0.0,168387.0,0.14,-8.658999999999999,85.0,2019-10-11,0.0415,123.935,4.0
2816,2816,Eminem,17.0,1636283.0,Unaccommodating (feat. Young M.A),2020-01-17--2020-01-24,0.0169,Music To Be Murdered By,hip hop,0.852,0.752,0.0,216600.0,0.39399999999999996,-5.792999999999999,70.0,2020-01-17,0.0597,89.95,4.0
2817,2817,Eminem,18.0,1617719.0,Darkness,2020-01-17--2020-01-24,0.00998,Music To Be Murdered By,hip hop,0.6709999999999999,0.623,7.55e-06,337146.0,0.643,-7.1610000000000005,70.0,2020-01-17,0.308,75.055,4.0
2818,2818,Trevor Daniel,19.0,1610021.0,Falling,2020-01-17--2020-01-24,0.12300000000000001,Falling,r&b,0.785,0.431,0.0,159381.0,0.0887,-8.756,86.0,2018-10-05,0.0364,127.085,4.0
2819,2819,Eminem,20.0,1524810.0,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",2020-01-17--2020-01-24,0.0614,Music To Be Murdered By,hip hop,0.68,0.82,0.0,234653.0,0.597,-4.197,71.0,2020-01-17,0.151,140.033,4.0
2820,2820,Camila Cabello,21.0,1423338.0,My Oh My (feat. DaBaby),2020-01-17--2020-01-24,0.018000000000000002,Romance,dance,0.7240000000000001,0.491,1.29e-05,170746.0,0.0887,-6.024,81.0,2019-12-06,0.0296,105.046,4.0
2821,2821,Selena Gomez,22.0,1361247.0,Lose You To Love Me,2020-01-17--2020-01-24,0.556,Rare,dance,0.488,0.34299999999999997,0.0,206458.0,0.21,-8.985,84.0,2020-01-10,0.0436,102.819,4.0
2822,2822,Regard,23.0,1359668.0,Ride It,2020-01-17--2020-01-24,0.177,Ride It,edm,0.88,0.7509999999999999,6.43e-05,157605.0,0.106,-4.258,87.0,2019-07-26,0.0874,117.948,4.0
2823,2823,Jax Jones,24.0,1349434.0,This Is Real (ft. Ella Henderson),2020-01-17--2020-01-24,0.0259,Snacks (Supersize),dance,0.684,0.8190000000000001,0.0775,199160.0,0.0985,-5.072,70.0,2019-09-06,0.0413,122.008,4.0
2824,2824,Lewis Capaldi,25.0,1335002.0,Bruises,2020-01-17--2020-01-24,0.946,Divinely Uninspired To A Hellish Extent,pop,0.736,0.308,0.0,220492.0,0.18600000000000003,-7.83,84.0,2019-05-17,0.0677,111.20200000000001,4.0
2825,2825,Eminem,26.0,1298300.0,In Too Deep,2020-01-17--2020-01-24,0.0387,Music To Be Murdered By,hip hop,0.72,0.767,0.0,194706.0,0.20199999999999999,-5.8389999999999995,67.0,2020-01-17,0.214,88.96600000000001,4.0
2826,2826,Post Malone,27.0,1294613.0,Circles,2020-01-17--2020-01-24,0.192,Hollywood's Bleeding,rap,0.695,0.762,0.00244,215280.0,0.0863,-3.497,89.0,2019-09-06,0.0395,120.042,4.0
2827,2827,Halsey,28.0,1280256.0,You should be sad,2020-01-17--2020-01-24,0.14300000000000002,Manic,dance,0.591,0.585,0.0,205473.0,0.109,-6.35,81.0,2020-01-17,0.0277,110.94,4.0
2828,2828,Eminem,29.0,1278916.0,Leaving Heaven (feat. Skylar Grey),2020-01-17--2020-01-24,0.175,Music To Be Murdered By,hip hop,0.6609999999999999,0.748,0.0,265946.0,0.254,-4.809,68.0,2020-01-17,0.20600000000000002,171.983,3.0
2829,2829,Endor,30.0,1241972.0,Pump It Up,2020-01-17--2020-01-24,0.203,Pump It Up,deep groove house,0.899,0.894,9.95e-05,150635.0,0.0606,-7.255,76.0,2019-09-13,0.222,129.045,4.0
2830,2830,Billie Eilish,31.0,1173872.0,bad guy,2020-01-17--2020-01-24,0.32799999999999996,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,0.701,0.425,0.13,194087.0,0.1,-10.965,88.0,2019-03-29,0.375,135.128,4.0
2831,2831,Young T & Bugsey,32.0,1110687.0,Don't Rush (feat. Headie One),2020-01-17--2020-01-24,0.20199999999999999,Don't Rush (feat. Headie One),afroswing,0.961,0.461,0.00402,207640.0,0.162,-8.684,75.0,2019-11-07,0.27,108.02799999999999,4.0
2832,2832,blackbear,33.0,1105779.0,hot girl bummer,2020-01-17--2020-01-24,0.128,hot girl bummer,pop,0.778,0.5589999999999999,0.0,185093.0,0.39899999999999997,-7.109,65.0,2019-08-23,0.0776,129.989,1.0
2833,2833,Ed Sheeran,34.0,1102329.0,South of the Border (feat. Camila Cabello & Cardi B),2020-01-17--2020-01-24,0.14800000000000002,No.6 Collaborations Project,pop,0.857,0.621,0.0,204466.0,0.0865,-6.376,81.0,2019-07-12,0.0825,97.98899999999999,4.0
2834,2834,Stormzy,35.0,1100207.0,Vossi Bop,2020-01-17--2020-01-24,0.13,Heavy Is The Head,grime,0.682,0.653,0.00116,196266.0,0.129,-6.062,69.0,2019-12-13,0.33899999999999997,188.115,4.0
2835,2835,Harry Styles,36.0,1098473.0,Watermelon Sugar,2020-01-17--2020-01-24,0.122,Fine Line,pop,0.5479999999999999,0.816,0.0,174000.0,0.335,-4.209,95.0,2019-12-13,0.0465,95.39,4.0
2836,2836,Eminem,37.0,1096000.0,Premonition - Intro,2020-01-17--2020-01-24,0.0258,Music To Be Murdered By,hip hop,0.847,0.637,0.000648,173893.0,0.382,-5.193,67.0,2020-01-17,0.36700000000000005,165.979,4.0
2837,2837,Stormzy,38.0,1072262.0,Still Disappointed,2020-01-17--2020-01-24,0.0943,Still Disappointed,grime,0.731,0.674,0.0,165026.0,0.0807,-6.986000000000001,62.0,2020-01-10,0.27399999999999997,139.916,4.0
2838,2838,Maroon 5,39.0,1067830.0,Memories,2020-01-17--2020-01-24,0.8370000000000001,Memories,pop,0.764,0.32,0.0,189486.0,0.0822,-7.209,89.0,2019-09-20,0.0546,91.01899999999999,4.0
2839,2839,Mac Miller,40.0,1054464.0,Good News,2020-01-17--2020-01-24,0.853,Circles,hip hop,0.794,0.32,0.134,342040.0,0.11199999999999999,-12.92,76.0,2020-01-17,0.17300000000000001,174.088,4.0
2840,2840,The 1975,41.0,1054028.0,Me & You Together Song,2020-01-17--2020-01-24,1.65e-06,Me & You Together Song,pop,0.272,0.763,0.00157,209500.0,0.299,-5.861000000000001,61.0,2020-01-16,0.0348,107.38799999999999,4.0
2841,2841,Darkoo,42.0,1053813.0,Gangsta,2020-01-17--2020-01-24,0.36700000000000005,Gangsta,afroswing,0.708,0.649,0.0,216000.0,0.153,-7.961,7.0,2019-11-08,0.306,200.125,4.0
2842,2842,Eminem,43.0,1011080.0,Stepdad,2020-01-17--2020-01-24,0.018000000000000002,Music To Be Murdered By,hip hop,0.779,0.805,0.0,213413.0,0.321,-3.1210000000000004,66.0,2020-01-17,0.17800000000000002,145.68,4.0
2843,2843,Stormzy,44.0,995180.0,Audacity (feat. Headie One),2020-01-17--2020-01-24,0.0523,Heavy Is The Head,grime,0.6779999999999999,0.516,0.0,245920.0,0.13,-4.601,68.0,2019-12-13,0.444,133.939,4.0
2844,2844,Selena Gomez,45.0,985142.0,Rare,2020-01-17--2020-01-24,0.20800000000000002,Rare,dance,0.838,0.545,8.01e-05,220589.0,0.10300000000000001,-6.712999999999999,75.0,2020-01-10,0.0706,114.99799999999999,4.0
2845,2845,Eminem,46.0,972777.0,Marsh,2020-01-17--2020-01-24,0.0134,Music To Be Murdered By,hip hop,0.871,0.493,0.000241,200573.0,0.385,-6.356,67.0,2020-01-17,0.205,144.989,4.0
2846,2846,Eminem,47.0,968088.0,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",2020-01-17--2020-01-24,0.14,Music To Be Murdered By,hip hop,0.45799999999999996,0.966,0.0,286960.0,0.11,-2.1069999999999998,65.0,2020-01-17,0.384,183.58599999999998,4.0
2847,2847,AJ Tracey,48.0,963756.0,Ladbroke Grove,2020-01-17--2020-01-24,0.0939,AJ Tracey,grime,0.903,0.8390000000000001,0.0,190537.0,0.102,-9.447000000000001,73.0,2019-02-08,0.20800000000000002,133.986,4.0
2848,2848,Eminem,49.0,945417.0,Lock It Up (feat. Anderson .Paak),2020-01-17--2020-01-24,0.0949,Music To Be Murdered By,hip hop,0.848,0.745,0.0,170226.0,0.0796,-3.052,68.0,2020-01-17,0.221,137.024,4.0
2849,2849,Jonas Brothers,50.0,945362.0,What A Man Gotta Do,2020-01-17--2020-01-24,0.00839,What A Man Gotta Do,pop,0.852,0.698,1.03e-06,180644.0,0.0773,-7.206,82.0,2020-01-17,0.0629,113.039,4.0
2850,2850,Dave,51.0,940473.0,Location (feat. Burna Boy),2020-01-17--2020-01-24,0.271,PSYCHODRAMA,hip hop,0.812,0.496,0.0,241293.0,0.0955,-5.968999999999999,76.0,2019-03-08,0.297,109.979,4.0
2851,2851,Eminem,52.0,939265.0,Farewell,2020-01-17--2020-01-24,0.00487,Music To Be Murdered By,hip hop,0.89,0.664,0.0,247733.0,0.257,-6.625,66.0,2020-01-17,0.106,93.007,4.0
2852,2852,YNW Melly,53.0,925179.0,Suicidal,2020-01-17--2020-01-24,0.33399999999999996,Melly vs. Melvin,rap,0.735,0.369,0.0,222997.0,0.126,-9.682,80.0,2019-11-22,0.0688,140.004,4.0
2853,2853,Harry Styles,54.0,918881.0,Lights Up,2020-01-17--2020-01-24,0.0392,Fine Line,pop,0.575,0.621,0.0045,172213.0,0.141,-8.165,82.0,2019-12-13,0.032,101.98700000000001,4.0
2854,2854,Don Toliver,55.0,906690.0,No Idea,2020-01-17--2020-01-24,0.519,No Idea,rap,0.6509999999999999,0.631,0.000579,154424.0,0.165,-5.7170000000000005,16.0,2019-05-29,0.0896,127.994,4.0
2855,2855,Eminem,56.0,893967.0,Never Love Again,2020-01-17--2020-01-24,0.1,Music To Be Murdered By,hip hop,0.747,0.899,0.0,177546.0,0.486,-5.125,66.0,2020-01-17,0.24600000000000002,92.029,4.0
2856,2856,Juice WRLD,57.0,878344.0,Lucid Dreams,2020-01-17--2020-01-24,0.349,Goodbye & Good Riddance,rap,0.511,0.5660000000000001,0.0,239835.0,0.34,-7.23,88.0,2018-12-10,0.2,83.90299999999999,4.0
2857,2857,BROCKHAMPTON,58.0,872712.0,SUGAR,2020-01-17--2020-01-24,0.449,GINGER,rap,0.45299999999999996,0.5379999999999999,0.0,204533.0,0.19,-8.212,81.0,2019-08-23,0.0638,122.973,4.0
2858,2858,Eminem,59.0,868458.0,No Regrets (feat. Don Toliver),2020-01-17--2020-01-24,0.0048,Music To Be Murdered By,hip hop,0.7559999999999999,0.747,0.00536,200946.0,0.588,-5.407,67.0,2020-01-17,0.046,134.935,4.0
2859,2859,Eminem,60.0,857995.0,Alfred - Interlude,2020-01-17--2020-01-24,0.878,Music To Be Murdered By,hip hop,0.429,0.231,0.0,30133.0,0.27899999999999997,-20.43,62.0,2020-01-17,0.402,74.545,5.0
2860,2860,Lewis Capaldi,61.0,856866.0,Hold Me While You Wait,2020-01-17--2020-01-24,0.44299999999999995,Divinely Uninspired To A Hellish Extent,pop,0.688,0.53,0.0,205686.0,0.0995,-5.507000000000001,82.0,2019-05-17,0.0333,106.958,4.0
2861,2861,Ed Sheeran,62.0,851626.0,I Don't Care (with Justin Bieber),2020-01-17--2020-01-24,0.0902,No.6 Collaborations Project,pop,0.7979999999999999,0.6759999999999999,0.0,219946.0,0.0894,-5.041,79.0,2019-07-12,0.0442,101.956,4.0
2862,2862,Eminem,63.0,845721.0,Little Engine,2020-01-17--2020-01-24,0.0234,Music To Be Murdered By,hip hop,0.769,0.8109999999999999,0.0,177293.0,0.0451,-4.162,65.0,2020-01-17,0.228,155.08100000000002,4.0
2863,2863,Fredo,64.0,839107.0,Netflix & Chill,2020-01-17--2020-01-24,0.13699999999999998,Netflix & Chill,grime,0.8590000000000001,0.619,0.0,221818.0,0.0933,-9.434,64.0,2019-11-08,0.121,132.01,4.0
2864,2864,Riton,65.0,838496.0,Turn Me On (feat. Vula),2020-01-17--2020-01-24,0.0149,Turn Me On (feat. Vula),house,0.737,0.828,0.000583,208473.0,0.0862,-4.711,78.0,2019-09-13,0.0396,124.052,4.0
2865,2865,Shawn Mendes,66.0,831770.0,Señorita,2020-01-17--2020-01-24,0.0392,Shawn Mendes (Deluxe),pop,0.759,0.5479999999999999,0.0,190799.0,0.0828,-6.0489999999999995,82.0,2019-06-19,0.028999999999999998,116.96700000000001,4.0
2866,2866,Doja Cat,67.0,809076.0,Say So,2020-01-17--2020-01-24,0.256,Hot Pink,la indie,0.787,0.6729999999999999,3.57e-06,237893.0,0.0904,-4.577,86.0,2019-11-07,0.158,110.962,4.0
2867,2867,Ed Sheeran,68.0,808904.0,Beautiful People (feat. Khalid),2020-01-17--2020-01-24,0.124,No.6 Collaborations Project,pop,0.64,0.647,0.0,197866.0,0.0801,-8.113999999999999,77.0,2019-07-12,0.18600000000000003,92.979,4.0
2868,2868,J Hus,69.0,788759.0,Must Be,2020-01-17--2020-01-24,0.0251,Must Be,afroswing,0.544,0.677,6.93e-06,207975.0,0.24100000000000002,-5.011,57.0,2019-11-08,0.342,90.70100000000001,4.0
2869,2869,Young T & Bugsey,70.0,779828.0,Strike a Pose (feat. Aitch),2020-01-17--2020-01-24,0.0107,Strike a Pose (feat. Aitch),afroswing,0.531,0.581,1.62e-05,214203.0,0.10099999999999999,-5.801,66.0,2019-06-06,0.10099999999999999,137.776,5.0
2870,2870,DigDat,71.0,776674.0,New Dior (feat. D-Block Europe),2020-01-17--2020-01-24,0.45899999999999996,Ei8ht Mile,hip hop,0.7290000000000001,0.531,0.0,203128.0,0.0693,-9.568,57.0,2020-01-17,0.371,156.132,4.0
2871,2871,Travis Scott,72.0,766482.0,HIGHEST IN THE ROOM,2020-01-17--2020-01-24,0.0546,HIGHEST IN THE ROOM,rap,0.598,0.42700000000000005,5.83e-06,175720.0,0.21,-8.764,88.0,2019-10-04,0.0317,76.469,4.0
2872,2872,Stormzy,73.0,747040.0,Lessons,2020-01-17--2020-01-24,0.574,Heavy Is The Head,grime,0.637,0.509,0.0,187933.0,0.154,-7.985,63.0,2019-12-13,0.38,94.20200000000001,4.0
2873,2873,Eminem,74.0,742862.0,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",2020-01-17--2020-01-24,0.0454,Music To Be Murdered By,hip hop,0.635,0.5429999999999999,0.000678,303000.0,0.272,-5.941,65.0,2020-01-17,0.067,98.743,4.0
2874,2874,The Weeknd,75.0,742718.0,Heartless,2020-01-17--2020-01-24,0.00632,Heartless,r&b,0.531,0.75,7.6e-05,200080.0,0.11699999999999999,-5.831,18.0,2019-11-27,0.111,169.954,4.0
2875,2875,Mustard,76.0,734287.0,Ballin' (with Roddy Ricch),2020-01-17--2020-01-24,0.392,Perfect Ten,rap,0.809,0.545,0.0,180434.0,0.151,-6.678,84.0,2019-06-28,0.0735,97.008,4.0
2876,2876,SAINt JHN,77.0,722054.0,Roses - Imanbek Remix,2020-01-17--2020-01-24,0.0167,Roses (Imanbek Remix),rap,0.77,0.7240000000000001,0.0107,176840.0,0.353,-5.484,91.0,2019-10-09,0.0495,121.975,4.0
2877,2877,BTS,78.0,695854.0,Black Swan,2020-01-17--2020-01-24,0.13699999999999998,Black Swan,pop,0.7190000000000001,0.758,0.0,198260.0,0.129,-5.167000000000001,76.0,2020-01-17,0.0851,147.023,4.0
2878,2878,Post Malone,79.0,693846.0,Sunflower - Spider-Man: Into the Spider-Verse,2020-01-17--2020-01-24,0.5329999999999999,Hollywood's Bleeding,rap,0.755,0.522,0.0,157560.0,0.0685,-4.368,82.0,2019-09-06,0.0575,89.96,4.0
2879,2879,Niall Horan,80.0,690324.0,Nice To Meet Ya,2020-01-17--2020-01-24,0.0119,Nice To Meet Ya,dance,0.591,0.841,0.0,158805.0,0.395,-4.351,76.0,2019-10-04,0.0304,109.03399999999999,4.0
2880,2880,Tom Walker,81.0,687974.0,Better Half of Me,2020-01-17--2020-01-24,0.816,What a Time To Be Alive (Deluxe Edition),folk,0.586,0.447,0.0,195451.0,0.27699999999999997,-4.699,65.0,2019-11-08,0.0287,107.851,4.0
2881,2881,Dominic Fike,82.0,686207.0,3 Nights,2020-01-17--2020-01-24,0.223,"Don't Forget About Me, Demos",rock,0.815,0.518,0.0,177666.0,0.10400000000000001,-6.593999999999999,70.0,2018-10-16,0.0897,151.891,4.0
2882,2882,Dave,83.0,679992.0,Professor X,2020-01-17--2020-01-24,0.11,Professor X,hip hop,0.8909999999999999,0.675,0.0,217704.0,0.275,-6.892,69.0,2019-09-13,0.152,127.012,4.0
2883,2883,Kygo,84.0,679295.0,Higher Love,2020-01-17--2020-01-24,0.0154,Higher Love,edm,0.693,0.6779999999999999,6.05e-06,228267.0,0.10099999999999999,-7.159,83.0,2019-06-28,0.0324,103.95200000000001,4.0
2884,2884,Matthew Wilder,85.0,675477.0,Break My Stride,2020-01-17--2020-01-24,0.195,I Don't Speak The Language,pop,0.917,0.588,0.0,184480.0,0.0914,-11.047,75.0,1983-03-19,0.0607,110.07700000000001,4.0
2885,2885,The Killers,86.0,667149.0,Mr. Brightside,2020-01-17--2020-01-24,0.0011300000000000001,Hot Fuss,rock,0.35200000000000004,0.9279999999999999,0.0,222106.0,0.0987,-3.71,61.0,2004-06-07,0.0758,148.026,4.0
2886,2886,Khalid,87.0,661739.0,Eleven,2020-01-17--2020-01-24,0.11199999999999999,Eleven,r&b,0.701,0.396,0.0209,206360.0,0.223,-10.182,72.0,2020-01-09,0.11900000000000001,129.004,4.0
2887,2887,Billie Eilish,88.0,661535.0,when the party's over,2020-01-17--2020-01-24,0.978,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,0.36700000000000005,0.111,3.97e-05,196077.0,0.0897,-14.084000000000001,85.0,2019-03-29,0.0972,82.64200000000001,4.0
2888,2888,Aitch,89.0,652093.0,Taste (Make It Shake),2020-01-17--2020-01-24,0.27699999999999997,AitcH2O,hip hop,0.7609999999999999,0.442,0.0,213680.0,0.125,-12.872,66.0,2019-09-06,0.38299999999999995,97.75299999999999,3.0
2889,2889,Lil Tecca,90.0,650539.0,Ransom,2020-01-17--2020-01-24,0.0204,We Love You Tecca,rap,0.745,0.642,0.0,131240.0,0.0658,-6.257000000000001,83.0,2019-08-30,0.287,179.97400000000002,4.0
2890,2890,DaBaby,91.0,645817.0,BOP,2020-01-17--2020-01-24,0.18899999999999997,KIRK,hip hop,0.769,0.787,0.0,159714.0,0.129,-3.909,83.0,2019-09-27,0.36700000000000005,126.77,4.0
2891,2891,Lizzo,92.0,642746.0,Good as Hell (feat. Ariana Grande) - Remix,2020-01-17--2020-01-24,0.298,Good as Hell (feat. Ariana Grande) [Remix],dance,0.6679999999999999,0.892,0.0,159011.0,0.735,-3.0010000000000003,77.0,2019-10-25,0.0645,95.927,4.0
2892,2892,Aitch,93.0,640461.0,Buss Down (feat. ZieZie),2020-01-17--2020-01-24,0.109,AitcH2O,hip hop,0.795,0.779,1.4400000000000001e-05,211786.0,0.0836,-5.412999999999999,63.0,2019-09-06,0.177,95.045,4.0
2893,2893,Joel Corry,94.0,636005.0,Sorry,2020-01-17--2020-01-24,0.0547,Sorry,dance,0.7440000000000001,0.79,0.000802,188640.0,0.32,-4.617,71.0,2019-04-05,0.0562,125.00200000000001,4.0
2894,2894,Stormzy,95.0,633387.0,Crown,2020-01-17--2020-01-24,0.701,Heavy Is The Head,grime,0.542,0.581,1.02e-06,213463.0,0.0741,-5.687,64.0,2019-12-13,0.159,108.90899999999999,4.0
2895,2895,Mac Miller,96.0,622739.0,Blue World,2020-01-17--2020-01-24,0.389,Circles,hip hop,0.742,0.5529999999999999,0.0,209440.0,0.0694,-8.98,75.0,2020-01-17,0.419,84.931,4.0
2896,2896,Roddy Ricch,97.0,611886.0,High Fashion (feat. Mustard),2020-01-17--2020-01-24,0.26899999999999996,Please Excuse Me For Being Antisocial,rap,0.831,0.499,0.0,220486.0,0.3,-8.442,82.0,2019-12-06,0.114,97.956,4.0
2897,2897,Juice WRLD,98.0,607282.0,Bandit (with YoungBoy Never Broke Again),2020-01-17--2020-01-24,0.0687,Bandit (with YoungBoy Never Broke Again),rap,0.474,0.631,0.0,189322.0,0.132,-5.8839999999999995,84.0,2019-10-04,0.34299999999999997,180.051,4.0
2898,2898,Sigala,99.0,603335.0,We Got Love,2020-01-17--2020-01-24,0.0205,We Got Love,dance,0.722,0.812,2.51e-05,213040.0,0.131,-3.352,72.0,2019-11-01,0.0924,124.90899999999999,4.0
2899,2899,PARTYNEXTDOOR,100.0,602866.0,LOYAL (feat. Drake),2020-01-17--2020-01-24,0.517,LOYAL (feat. Drake),pop,0.866,0.53,0.00159,197973.0,0.0946,-6.347,59.0,2019-11-22,0.0495,104.95200000000001,4.0
2900,2900,JP Saxe,101.0,599573.0,If the World Was Ending - feat. Julia Michaels,2020-01-17--2020-01-24,0.866,If the World Was Ending (feat. Julia Michaels),r&b,0.46399999999999997,0.473,0.0,208687.0,0.109,-10.086,87.0,2019-10-17,0.129,75.801,4.0
2901,2901,MEDUZA,102.0,592379.0,Piece Of Your Heart,2020-01-17--2020-01-24,0.0404,Piece Of Your Heart,edm,0.677,0.7440000000000001,0.00016,152913.0,0.07400000000000001,-6.806,82.0,2019-02-01,0.0295,124.08,4.0
2902,2902,MIST,103.0,583197.0,Savage,2020-01-17--2020-01-24,0.00971,Savage,grime,0.703,0.664,1.23e-05,146206.0,0.302,-9.377,54.0,2020-01-03,0.439,82.456,4.0
2903,2903,Noah Cyrus,104.0,579954.0,July,2020-01-17--2020-01-24,0.868,July,pop,0.708,0.18600000000000003,0.0,156106.0,0.0779,-8.953,31.0,2019-07-31,0.0422,72.541,4.0
2904,2904,Ed Sheeran,105.0,576890.0,Take Me Back to London (feat. Stormzy),2020-01-17--2020-01-24,0.21899999999999997,No.6 Collaborations Project,pop,0.885,0.762,0.0,189733.0,0.162,-5.513,71.0,2019-07-12,0.21600000000000003,138.058,4.0
2905,2905,Mac Miller,106.0,566062.0,Circles,2020-01-17--2020-01-24,0.8959999999999999,Circles,hip hop,0.61,0.0316,0.00461,170360.0,0.10800000000000001,-15.186,68.0,2020-01-17,0.0486,151.964,4.0
2906,2906,MIST,107.0,560703.0,So High (feat. Fredo),2020-01-17--2020-01-24,0.0061200000000000004,So High (feat. Fredo),grime,0.866,0.7140000000000001,1.88e-05,163142.0,0.0787,-6.107,67.0,2019-07-04,0.22,108.005,4.0
2907,2907,KSI,108.0,558268.0,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",2020-01-17--2020-01-24,0.353,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",hip hop,0.591,0.8,0.0,175462.0,0.247,-4.956,64.0,2019-11-08,0.28600000000000003,139.472,4.0
2908,2908,Lewis Capaldi,109.0,556711.0,Grace,2020-01-17--2020-01-24,0.435,Divinely Uninspired To A Hellish Extent,pop,0.722,0.565,0.0,185657.0,0.165,-5.848,71.0,2019-05-17,0.0335,104.48299999999999,4.0
2909,2909,Harry Styles,110.0,554987.0,Falling,2020-01-17--2020-01-24,0.8390000000000001,Fine Line,pop,0.5670000000000001,0.267,1.46e-06,240133.0,0.08900000000000001,-6.502000000000001,87.0,2019-12-13,0.0299,110.01100000000001,4.0
2910,2910,Billie Eilish,111.0,547575.0,lovely (with Khalid),2020-01-17--2020-01-24,0.934,lovely (with Khalid),pop,0.35100000000000003,0.29600000000000004,0.0,200185.0,0.095,-10.109,88.0,2018-04-19,0.0333,115.28399999999999,4.0
2911,2911,George Ezra,112.0,543043.0,Shotgun,2020-01-17--2020-01-24,0.28600000000000003,Staying at Tamara's,folk,0.672,0.735,0.0,201287.0,0.242,-4.7330000000000005,79.0,2018-03-23,0.0457,115.741,4.0
2912,2912,Jorja Smith,113.0,540651.0,Be Honest,2020-01-17--2020-01-24,0.344,Lost & Found,pop,0.767,0.746,0.0,207030.0,0.11,-5.891,53.0,2019-10-15,0.106,98.04,4.0
2913,2913,Lady Gaga,114.0,535289.0,Shallow,2020-01-17--2020-01-24,0.371,A Star Is Born Soundtrack,dance,0.5720000000000001,0.385,0.0,215733.0,0.231,-6.362,85.0,2018-10-05,0.0308,95.79899999999999,4.0
