,Artist,Position,Streams,Track Name,Week,album,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
6448,Fleetwood Mac,49,29207,Dreams - 2004 Remaster,2020-10-09--2020-10-16,Rumours (Super Deluxe),rock,1977-02-04,257800,89,0.828,0.0644,0.4920000000000001,0.00428,0.128,-9.744,0.0276,120.151,4
6449,Powfu,50,28963,death bed (coffee for your head),2020-10-09--2020-10-16,death bed (coffee for your head),rap,2020-02-08,173333,91,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4
6450,Drake,51,28918,Toosie Slide,2020-10-09--2020-10-16,Dark Lane Demo Tapes,hip hop,2020-05-01,247058,81,0.83,0.289,0.49,3.04e-06,0.113,-8.82,0.209,81.604,4
6451,Lewis Capaldi,52,28745,Before You Go,2020-10-09--2020-10-16,Divinely Uninspired To A Hellish Extent (Extended Edition),pop,2019-11-22,215106,86,0.459,0.604,0.575,0.0,0.0885,-4.8580000000000005,0.0573,111.881,4
6452,Juice WRLD,53,28507,Smile (with The Weeknd),2020-10-09--2020-10-16,Legends Never Die,rap,2020-07-10,196180,86,0.6940000000000001,0.224,0.685,0.0,0.124,-6.535,0.133,158.83100000000005,4
6453,Drake,54,27966,Chicago Freestyle (feat. Giveon),2020-10-09--2020-10-16,Dark Lane Demo Tapes,hip hop,2020-05-01,220487,84,0.735,0.629,0.449,0.0,0.113,-7.5070000000000014,0.34700000000000003,122.947,4
6454,Future,55,27700,Life Is Good (feat. Drake),2020-10-09--2020-10-16,High Off Life,hip hop,2020-05-15,237918,77,0.795,0.067,0.574,0.0,0.15,-6.903,0.487,142.053,4
6455,Dua Lipa,56,27463,Don't Start Now,2020-10-09--2020-10-16,Future Nostalgia,dance,2020-03-27,183290,85,0.7929999999999999,0.0123,0.7929999999999999,0.0,0.0951,-4.521,0.083,123.95,4
6456,Juice WRLD,57,26967,Robbery,2020-10-09--2020-10-16,Death Race For Love,rap,2019-03-08,240050,88,0.685,0.328,0.6920000000000001,0.0,0.153,-5.122000000000001,0.0457,159.966,5
6457,Bryson Tiller,58,26875,Outta Time (feat. Drake),2020-10-09--2020-10-16,A N N I V E R S A R Y,hip hop,2020-10-02,198821,77,0.7140000000000001,0.0129,0.5820000000000001,0.0,0.0774,-7.272,0.0808,92.819,4
6458,Big Sean,59,26702,Wolves (feat. Post Malone),2020-10-09--2020-10-16,Detroit 2,hip hop,2020-09-04,199758,86,0.7240000000000001,0.0978,0.675,9.41e-06,0.35100000000000003,-5.267,0.0867,160.048,4
6459,Miley Cyrus,60,26371,Midnight Sky,2020-10-09--2020-10-16,Midnight Sky,dance,2020-08-14,223279,91,0.705,0.00115,0.8140000000000001,0.00312,0.203,-5.466,0.0346,110.0,4
6460,Riky Rick,61,26088,UNGAZINCISHI,2020-10-09--2020-10-16,UNGAZINCISHI,house,2020-10-02,242727,49,0.81,0.247,0.5670000000000001,0.0,0.131,-9.406,0.134,88.02799999999998,4
6461,Kygo,62,26019,Lose Somebody,2020-10-09--2020-10-16,Golden Hour,edm,2020-05-29,199549,76,0.58,0.344,0.586,0.0,0.0755,-6.882999999999999,0.0357,147.988,4
6462,StaySolidRocky,63,25817,Party Girl,2020-10-09--2020-10-16,Fallin',rap,2020-07-15,147800,79,0.73,0.747,0.439,0.0,0.0988,-9.864,0.0609,130.09,4
6463,Ariana Grande,64,25567,Stuck with U (with Justin Bieber),2020-10-09--2020-10-16,Stuck with U,dance,2020-05-08,228482,90,0.597,0.223,0.45,0.0,0.382,-6.658,0.0418,178.765,3
6464,JP Saxe,65,25497,If the World Was Ending - feat. Julia Michaels,2020-10-09--2020-10-16,If the World Was Ending (feat. Julia Michaels),r&b,2019-10-17,208687,87,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
6465,Pop Smoke,66,25234,Hello (feat. A Boogie Wit da Hoodie),2020-10-09--2020-10-16,Shoot For The Stars Aim For The Moon (Deluxe),drill,2020-07-20,190534,85,0.905,0.0187,0.647,0.0,0.282,-5.065,0.107,130.97,4
6466,Machine Gun Kelly,67,25115,my ex's best friend (with blackbear),2020-10-09--2020-10-16,Tickets To My Downfall,hip hop,2020-09-25,139460,87,0.731,0.00473,0.675,0.0,0.141,-5.134,0.0434,124.939,4
6467,Shawn Mendes,68,25080,Señorita,2020-10-09--2020-10-16,Shawn Mendes (Deluxe),pop,2019-06-19,190799,82,0.759,0.0392,0.5479999999999999,0.0,0.0828,-6.049,0.029,116.967,4
6468,Kabza De Small,69,24901,Sponono,2020-10-09--2020-10-16,I Am The King Of Amapiano: Sweet & Dust,house,2020-06-26,395044,56,0.899,0.0533,0.5579999999999999,0.0033200000000000005,0.0218,-12.303,0.0796,113.011,4
6469,Travis Scott,70,24838,HIGHEST IN THE ROOM,2020-10-09--2020-10-16,HIGHEST IN THE ROOM,rap,2019-10-04,175720,88,0.598,0.0546,0.4270000000000001,5.83e-06,0.21,-8.764,0.0317,76.469,4
6470,Marshmello,71,24681,OK Not To Be OK,2020-10-09--2020-10-16,OK Not To Be OK,brostep,2020-09-10,159862,85,0.743,0.0172,0.8370000000000001,0.0,0.0743,-5.025,0.0649,103.072,4
6471,BLACKPINK,72,24467,Ice Cream (with Selena Gomez),2020-10-09--2020-10-16,THE ALBUM,pop,2020-10-02,175813,81,0.785,0.0374,0.7190000000000001,0.000108,0.0519,-3.886,0.354,159.953,4
6472,Juice WRLD,73,24236,Lucid Dreams,2020-10-09--2020-10-16,Goodbye & Good Riddance,rap,2018-12-10,239835,88,0.511,0.349,0.5660000000000001,0.0,0.34,-7.23,0.2,83.90299999999998,4
6473,5 Seconds of Summer,74,24180,Youngblood,2020-10-09--2020-10-16,Youngblood (Deluxe),house,2018-06-15,203417,82,0.596,0.0169,0.8540000000000001,0.0,0.124,-5.114,0.463,120.274,4
6474,Lady Gaga,75,24177,Rain On Me (with Ariana Grande),2020-10-09--2020-10-16,Chromatica,dance,2020-05-29,182200,83,0.672,0.021,0.855,0.0,0.32299999999999995,-3.764,0.0397,123.056,4
6475,Post Malone,76,24142,Sunflower - Spider-Man: Into the Spider-Verse,2020-10-09--2020-10-16,Hollywood's Bleeding,rap,2019-09-06,157560,82,0.755,0.5329999999999999,0.522,0.0,0.0685,-4.368,0.0575,89.96,4
6476,Ed Sheeran,77,24031,I Don't Care (with Justin Bieber),2020-10-09--2020-10-16,No.6 Collaborations Project,pop,2019-07-12,219946,79,0.7979999999999999,0.0902,0.6759999999999999,0.0,0.0894,-5.041,0.0442,101.956,4
6477,Travis Scott,78,23814,goosebumps,2020-10-09--2020-10-16,Birds In The Trap Sing McKnight,rap,2016-09-16,243836,89,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4
6478,Trevor Daniel,79,23482,Falling,2020-10-09--2020-10-16,Nicotine,r&b,2020-03-26,159381,78,0.784,0.123,0.43,0.0,0.0887,-8.756,0.0364,127.087,4
6479,Sun-El Musician,80,23256,Ubomi Abumanga,2020-10-09--2020-10-16,Ubomi Abumanga,house,2020-05-29,335185,54,0.77,0.0624,0.6970000000000001,0.768,0.0404,-11.876,0.0401,117.006,4
6480,Lady Gaga,81,23208,Shallow,2020-10-09--2020-10-16,A Star Is Born Soundtrack,dance,2018-10-05,215733,85,0.5720000000000001,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,4
6481,Harry Styles,82,22816,Adore You,2020-10-09--2020-10-16,Fine Line,pop,2019-12-13,207133,87,0.6759999999999999,0.0237,0.7709999999999999,7.000000000000002e-06,0.102,-3.675,0.0483,99.048,4
6482,Vedo,83,22815,You Got It,2020-10-09--2020-10-16,For You,r&b,2020-03-27,201586,86,0.774,0.297,0.376,0.0,0.165,-9.372,0.208,122.089,4
6483,Giveon,84,22759,Stuck On You,2020-10-09--2020-10-16,Stuck On You,r&b,2020-09-30,205116,67,0.599,0.161,0.449,2.6600000000000006e-05,0.107,-7.422999999999999,0.0529,158.0,3
6484,Ashnikko,85,22386,Daisy,2020-10-09--2020-10-16,Daisy,pop,2020-07-09,146523,88,0.8340000000000001,0.235,0.6629999999999999,0.0,0.3720000000000001,-6.143,0.133,121.876,4
6485,Kabza De Small,86,22184,Nia Lo,2020-10-09--2020-10-16,I Am The King Of Amapiano: Sweet & Dust,house,2020-06-26,424778,46,0.7829999999999999,0.11,0.454,0.107,0.0682,-17.199,0.0783,113.009,4
6486,Chris Brown,87,22128,No Guidance (feat. Drake),2020-10-09--2020-10-16,Indigo,dance,2019-06-28,260640,84,0.698,0.123,0.454,0.0,0.155,-6.756,0.151,92.932,4
6487,Kygo,88,21982,Higher Love,2020-10-09--2020-10-16,Golden Hour,edm,2020-05-29,228267,69,0.693,0.0151,0.6779999999999999,5.71e-06,0.101,-7.159,0.0324,103.952,4
6488,Sha Sha,89,21761,Tender Love (feat. DJ Maphorisa & Kabza De Small),2020-10-09--2020-10-16,Tender Love (feat. DJ Maphorisa & Kabza De Small),house,2019-10-25,444474,48,0.845,0.00591,0.394,0.312,0.054000000000000006,-14.365,0.055,113.015,4
6489,Elaine,90,21456,You're the One,2020-10-09--2020-10-16,Elements,r&b,2019-09-29,200347,51,0.741,0.649,0.39,0.0,0.109,-11.299,0.0561,114.934,4
6490,Elaine,91,21364,Risky,2020-10-09--2020-10-16,Elements,r&b,2019-09-29,182857,50,0.758,0.522,0.373,7.39e-06,0.122,-9.751,0.0499,105.023,4
6491,Regard,92,21338,Ride It,2020-10-09--2020-10-16,Ride It,edm,2019-07-26,157605,87,0.88,0.177,0.7509999999999999,6.43e-05,0.106,-4.258,0.0874,117.948,4
6492,Pop Smoke,93,21248,Got It On Me,2020-10-09--2020-10-16,Shoot For The Stars Aim For The Moon,drill,2020-07-03,164579,86,0.688,0.00815,0.647,1.65e-05,0.095,-7.257999999999999,0.19,88.834,4
6493,salem ilese,94,21219,Mad at Disney,2020-10-09--2020-10-16,Mad at Disney,indie,2020-07-24,136838,89,0.738,0.424,0.621,7.39e-06,0.6920000000000001,-7.313,0.0486,113.968,4
6494,Travis Scott,95,21173,SICKO MODE,2020-10-09--2020-10-16,ASTROWORLD,rap,2018-08-03,312820,88,0.8340000000000001,0.00513,0.73,0.0,0.124,-3.714,0.222,155.00799999999995,4
6495,BØRNS,96,20990,Electric Love,2020-10-09--2020-10-16,Dopamine,pop,2015-10-16,218106,87,0.611,0.00543,0.797,0.00137,0.26,-7.627000000000002,0.0533,120.041,4
6496,Billie Eilish,97,20543,lovely (with Khalid),2020-10-09--2020-10-16,lovely (with Khalid),pop,2018-04-19,200185,88,0.35100000000000003,0.934,0.29600000000000004,0.0,0.095,-10.109,0.0333,115.284,4
6497,Juice WRLD,98,20435,All Girls Are The Same,2020-10-09--2020-10-16,Goodbye & Good Riddance,rap,2018-12-10,165819,86,0.6709999999999999,0.0769,0.529,0.000335,0.0856,-7.226,0.307,161.989,4
6498,Costa Titch,99,20354,Areyeng,2020-10-09--2020-10-16,Made in Africa,rap,2020-10-09,241449,39,0.763,0.205,0.715,0.0,0.35700000000000004,-4.8889999999999985,0.147,167.009,4
6499,Don Toliver,100,20307,After Party,2020-10-09--2020-10-16,Heaven Or Hell,rap,2020-03-13,167915,86,0.629,0.00981,0.6920000000000001,0.331,0.603,-8.045,0.0376,162.94799999999995,4
6500,MEDUZA,101,20204,Lose Control,2020-10-09--2020-10-16,Lose Control,edm,2019-10-11,168387,85,0.598,0.129,0.526,0.0,0.14,-8.658999999999999,0.0415,123.935,4
6501,James Arthur,102,20145,Say You Won't Let Go,2020-10-09--2020-10-16,Back from the Edge,pop,2016-10-28,211466,85,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.04299999999998,4
6502,PARTYNEXTDOOR,103,20113,BELIEVE IT,2020-10-09--2020-10-16,PARTYMOBILE,pop,2020-03-27,183219,81,0.43,0.0902,0.7,0.0,0.21600000000000005,-5.35,0.264,158.373,4
6503,THE SCOTTS,104,19916,THE SCOTTS,2020-10-09--2020-10-16,THE SCOTTS,rap,2020-04-24,165977,86,0.716,0.233,0.537,0.0,0.157,-7.648,0.0514,129.97899999999998,4
6504,Arizona Zervas,105,19882,ROXANNE,2020-10-09--2020-10-16,ROXANNE,rap,2019-10-10,163636,87,0.621,0.0522,0.601,0.0,0.46,-5.6160000000000005,0.14800000000000002,116.735,5
6505,Bebe Rexha,106,19783,"Baby, I'm Jealous (feat. Doja Cat)",2020-10-09--2020-10-16,"Baby, I'm Jealous (feat. Doja Cat)",dance,2020-10-09,175873,81,0.737,0.0398,0.867,0.0,0.32,-2.259,0.0458,98.05,4
6506,Kabza De Small,107,19519,Masupa,2020-10-09--2020-10-16,I Am The King Of Amapiano: Sweet & Dust,house,2020-06-26,356814,48,0.846,0.0442,0.547,0.0589,0.0654,-13.986,0.0499,112.999,4
6507,Mapara A Jazz,108,19494,John Vuli Gate,2020-10-09--2020-10-16,John Vuli Gate,Missing,2020-10-13,350824,46,0.88,0.0069700000000000005,0.691,4.27e-06,0.0376,-8.736,0.0556,113.003,4
6508,Labrinth,109,19204,Still Don't Know My Name,2020-10-09--2020-10-16,Euphoria (Original Score from the HBO Series),pop,2019-10-04,153294,88,0.316,0.471,0.63,0.262,0.205,-5.962999999999999,0.117,89.64299999999999,1
6509,Mustard,110,19167,Ballin' (with Roddy Ricch),2020-10-09--2020-10-16,Perfect Ten,rap,2019-06-28,180434,84,0.809,0.392,0.545,0.0,0.151,-6.678,0.0735,97.008,4
6510,Dean Lewis,111,19153,Be Alright,2020-10-09--2020-10-16,A Place We Knew,pop,2019-03-22,196493,77,0.551,0.705,0.537,0.0,0.0802,-7.595,0.034,126.421,4
6511,Billie Eilish,112,19132,everything i wanted,2020-10-09--2020-10-16,everything i wanted,pop,2019-11-13,245425,87,0.7040000000000001,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4
6512,Sun-El Musician,113,19073,Into Ingawe,2020-10-09--2020-10-16,Into Ingawe,house,2019-06-07,270818,48,0.613,0.386,0.725,0.0205,0.113,-9.856,0.0475,108.017,4
6513,Halsey,114,19018,Without Me,2020-10-09--2020-10-16,Manic,dance,2020-01-17,201660,76,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4
6514,Journey,115,18955,Don't Stop Believin',2020-10-09--2020-10-16,Escape,rock,1981,250986,80,0.5,0.127,0.748,0.0,0.447,-9.072,0.0363,118.852,4
6515,Fantasia,116,18940,When I See U,2020-10-09--2020-10-16,Fantasia,dance,2006-12-09,217346,70,0.569,0.457,0.596,8.99e-05,0.205,-6.4860000000000015,0.171,93.134,4
6516,Pop Smoke,117,18704,Something Special,2020-10-09--2020-10-16,Shoot For The Stars Aim For The Moon,drill,2020-07-03,158466,80,0.7390000000000001,0.252,0.616,1.93e-06,0.101,-6.962999999999999,0.0338,91.071,4
6517,Kelly Khumalo,118,18689,Empini,2020-10-09--2020-10-16,The Voice Of Africa,pop,2020-10-09,289021,33,0.578,0.8240000000000001,0.753,0.00447,0.106,-7.728,0.0562,185.989,4
6518,Fabolous,119,18670,Into You (feat. Tamia) - Main Mix,2020-10-09--2020-10-16,Street Dreams,dance,2003-01-14,293840,53,0.6809999999999999,0.201,0.529,0.0,0.184,-7.897,0.0341,91.081,4
6519,Mario,120,18582,Let Me Love You,2020-10-09--2020-10-16,Turning Point,dance,2004-03-15,249120,67,0.6859999999999999,0.17800000000000002,0.588,0.0,0.0954,-8.343,0.0554,94.519,4
6520,The Chainsmokers,121,18527,Call You Mine,2020-10-09--2020-10-16,World War Joy,dance,2019-12-06,217640,82,0.585,0.204,0.696,0.0,0.344,-5.6,0.0307,104.01,4
6521,Gunna,122,18487,DOLLAZ ON MY HEAD (feat. Young Thug),2020-10-09--2020-10-16,WUNNA,hip hop,2020-05-22,197760,85,0.825,0.114,0.458,0.0,0.102,-7.47,0.0577,145.115,4
6522,Surf Mesa,123,18338,ily (i love you baby) (feat. Emilee),2020-10-09--2020-10-16,ily (i love you baby) (feat. Emilee),house,2019-11-26,176546,89,0.674,0.0686,0.774,0.00188,0.393,-7.567,0.0892,112.05,4
6523,Kabza De Small,124,18296,eMcimbini - Live,2020-10-09--2020-10-16,Scorpion Kings Live,house,2020-02-03,407787,49,0.8440000000000001,0.00646,0.564,0.163,0.0231,-10.817,0.0855,112.996,4
6524,Marshmello,125,18274,Happier,2020-10-09--2020-10-16,Happier,brostep,2018-08-17,214289,85,0.687,0.191,0.792,0.0,0.16699999999999998,-2.749,0.0452,100.015,4
6525,SZA,126,18255,Hit Different,2020-10-09--2020-10-16,Hit Different,pop,2020-09-04,202007,81,0.679,0.199,0.516,0.0,0.0965,-6.371,0.0452,120.074,4
6526,benny blanco,127,18136,Eastside (with Halsey & Khalid),2020-10-09--2020-10-16,FRIENDS KEEP SECRETS,pop,2018-12-07,170769,74,0.632,0.5489999999999999,0.6859999999999999,0.0,0.2,-7.665,0.243,89.949,4
6527,Lauv,128,18109,I Like Me Better,2020-10-09--2020-10-16,I met you when I was 18. (the playlist),pop,2018-05-31,197436,84,0.752,0.535,0.505,2.55e-06,0.104,-7.621,0.253,91.97,4
6528,Sam Feldt,129,18015,Post Malone (feat. RANI),2020-10-09--2020-10-16,Post Malone (feat. RANI) [Joe Stone Remix],dance,2019-08-16,174444,74,0.59,0.0771,0.642,0.0,0.105,-3.87,0.122,107.356,4
6529,Anne-Marie,130,17979,2002,2020-10-09--2020-10-16,Speak Your Mind (Deluxe),dance,2018-04-27,186986,82,0.6970000000000001,0.0372,0.6829999999999999,0.0,0.13699999999999998,-2.881,0.117,96.133,4
6530,XXXTENTACION,131,17965,Jocelyn Flores,2020-10-09--2020-10-16,17,rap,2017-08-25,119133,87,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.02100000000002,4
6531,Kane Brown,132,17923,Be Like That - feat. Swae Lee & Khalid,2020-10-09--2020-10-16,Be Like That (feat. Swae Lee & Khalid),country,2020-07-10,191406,87,0.727,0.0469,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4
6532,XXXTENTACION,133,17865,SAD!,2020-10-09--2020-10-16,?,rap,2018-03-16,166605,86,0.74,0.258,0.613,0.00372,0.123,-4.88,0.145,75.023,4
6533,Sam Smith,134,17759,Dancing With A Stranger (with Normani),2020-10-09--2020-10-16,Dancing With A Stranger (with Normani),pop,2019-01-11,171029,84,0.741,0.45,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4
6534,John Legend,135,17617,All of Me,2020-10-09--2020-10-16,Love In The Future (Expanded Edition),neo mellow,2013-08-30,269560,85,0.422,0.922,0.264,0.0,0.132,-7.064,0.0322,119.93,4
6535,Bernice West,136,17533,Sonop-Blom,2020-10-09--2020-10-16,Net Geleen,afrikaans,2020-07-31,189733,42,0.7170000000000001,0.228,0.789,0.0,0.139,-6.039,0.0462,100.016,4
6536,blackbear,137,17521,hot girl bummer,2020-10-09--2020-10-16,everything means nothing,pop,2020-08-21,188343,85,0.782,0.125,0.5589999999999999,0.0,0.385,-7.106,0.0767,129.99200000000002,1
6537,Nasty C,138,17511,Eazy,2020-10-09--2020-10-16,Zulu Man With Some Power,hip hop,2020-08-28,243944,44,0.563,0.0143,0.7140000000000001,1.66e-06,0.108,-6.942,0.0439,172.491,3
6538,Juice WRLD,139,17508,Righteous,2020-10-09--2020-10-16,Legends Never Die,rap,2020-07-10,242180,84,0.706,0.0417,0.625,0.0,0.129,-7.426,0.0314,142.94799999999995,4
6539,Kabza De Small,140,17460,Ilog Drum,2020-10-09--2020-10-16,I Am The King Of Amapiano: Sweet & Dust,house,2020-06-26,424778,45,0.8029999999999999,0.00396,0.509,0.165,0.0485,-14.242,0.0594,113.035,4
6540,Ava Max,141,17372,Kings & Queens,2020-10-09--2020-10-16,Heaven & Hell,dance,2020-09-18,162398,87,0.637,0.007859999999999999,0.69,0.0,0.124,-4.057,0.0405,129.857,4
6541,Ava Max,142,17353,Sweet but Psycho,2020-10-09--2020-10-16,Heaven & Hell,dance,2020-09-18,187436,82,0.72,0.0684,0.706,0.0,0.166,-4.7189999999999985,0.0473,133.002,4
6542,Ed Sheeran,143,17352,Perfect,2020-10-09--2020-10-16,÷ (Deluxe),pop,2017-03-03,263400,86,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,95.05,3
6543,Dua Lipa,144,17342,Levitating (feat. DaBaby),2020-10-09--2020-10-16,Future Nostalgia,dance,2020-03-27,203064,68,0.7020000000000001,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
6544,Shawn Mendes,145,17262,If I Can't Have You,2020-10-09--2020-10-16,Shawn Mendes (Deluxe),pop,2019-06-19,191466,76,0.691,0.487,0.823,0.0,0.134,-4.197,0.0623,123.935,4
6545,Billie Eilish,146,17219,bad guy,2020-10-09--2020-10-16,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,2019-03-29,194087,88,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4
6546,21 Savage,147,17138,Glock In My Lap,2020-10-09--2020-10-16,SAVAGE MODE II,hip hop,2020-10-02,193591,83,0.847,0.00574,0.733,1.04e-05,0.151,-6.439,0.16,130.029,4
6547,Sam Smith,148,16944,Diamonds,2020-10-09--2020-10-16,Diamonds,pop,2020-09-17,213869,87,0.653,0.154,0.667,0.0,0.107,-6.7639999999999985,0.0423,104.181,4
6548,Bryan Adams,149,16651,Summer Of '69,2020-10-09--2020-10-16,Reckless,rock,1984-01-01,216973,49,0.505,0.0115,0.71,2.58e-06,0.0977,-10.853,0.0371,138.907,4
6549,Eminem,150,16616,Godzilla (feat. Juice WRLD),2020-10-09--2020-10-16,Music To Be Murdered By,hip hop,2020-01-17,210800,85,0.8079999999999999,0.145,0.745,0.0,0.292,-5.26,0.342,165.995,4
6550,Aubrey Qwana,151,16584,Molo,2020-10-09--2020-10-16,Imvula Mlomo,house,2020-07-31,258140,45,0.679,0.568,0.495,0.0,0.0809,-8.525,0.0371,98.001,4
6551,Kelly Khumalo,152,16468,Empini - Edit,2020-10-09--2020-10-16,Empini,pop,2020-06-19,258053,44,0.581,0.8009999999999999,0.7809999999999999,0.00172,0.108,-7.097,0.0542,185.959,4
6552,H.E.R.,153,16407,Best Part (feat. Daniel Caesar),2020-10-09--2020-10-16,H.E.R.,pop,2017-10-20,209400,78,0.473,0.795,0.371,0.0,0.109,-10.219,0.0405,75.208,4
6553,Harry Styles,154,16351,Falling,2020-10-09--2020-10-16,Fine Line,pop,2019-12-13,240133,87,0.5670000000000001,0.8390000000000001,0.267,1.46e-06,0.08900000000000001,-6.502000000000002,0.0299,110.011,4
6554,Giveon,155,16327,LIKE I WANT YOU,2020-10-09--2020-10-16,TAKE TIME,r&b,2020-03-27,260776,75,0.64,0.76,0.355,7.01e-05,0.114,-7.7570000000000014,0.065,119.513,3
6555,Jonas Brothers,156,16174,What A Man Gotta Do,2020-10-09--2020-10-16,What A Man Gotta Do,house,2020-01-17,180644,82,0.852,0.00839,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,4
6556,Juice WRLD,157,16137,Conversations,2020-10-09--2020-10-16,Legends Never Die,rap,2020-07-10,181661,84,0.747,0.17600000000000002,0.622,0.0,0.151,-5.825,0.0838,159.93,4
6557,Zedd,158,16104,The Middle,2020-10-09--2020-10-16,The Middle,complextro,2018-01-23,184732,82,0.753,0.171,0.657,0.0,0.112,-3.0610000000000004,0.0449,107.01,4
6558,Khalid,159,16088,Know Your Worth,2020-10-09--2020-10-16,Know Your Worth,r&b,2020-02-04,181436,82,0.79,0.145,0.6940000000000001,0.00252,0.281,-7.726,0.0708,103.007,4
6559,The Weeknd,160,16055,In Your Eyes,2020-10-09--2020-10-16,After Hours,r&b,2020-03-20,237520,87,0.667,0.00285,0.7190000000000001,8.1e-05,0.0736,-5.371,0.0346,100.021,4
6560,BANNERS,161,16046,Someone To You,2020-10-09--2020-10-16,Where The Shadow Ends,indie,2019-10-04,219801,78,0.52,0.00517,0.903,0.0,0.254,-5.497000000000001,0.042,74.988,4
6561,The Chainsmokers,162,16019,Something Just Like This,2020-10-09--2020-10-16,Memories...Do Not Open,dance,2017-04-07,247160,83,0.617,0.0498,0.635,1.44e-05,0.16399999999999998,-6.769,0.0317,103.019,4
6562,Ed Sheeran,163,15996,Thinking out Loud,2020-10-09--2020-10-16,x (Wembley Edition),pop,2013,281560,68,0.7809999999999999,0.474,0.445,0.0,0.184,-6.061,0.0295,78.998,4
6563,Nomcebo Zikode,164,15965,Bayabuza,2020-10-09--2020-10-16,Xola Moya Wam',house,2020-08-21,246729,44,0.853,0.0144,0.6809999999999999,0.0519,0.0811,-7.789,0.0711,122.999,4
6564,Bok Van Blerk,165,15907,Die Land,2020-10-09--2020-10-16,Hoor Ons!,rock,2019-09-06,231160,45,0.5660000000000001,0.101,0.746,0.0,0.0992,-4.706,0.0311,105.007,4
6565,Pop Smoke,166,15875,Element,2020-10-09--2020-10-16,Meet The Woo 2,drill,2020-02-07,135746,80,0.772,0.0301,0.878,2.18e-06,0.251,-4.22,0.324,61.31100000000001,5
6566,Rod Wave,167,15786,Rags2Riches 2 (feat. Lil Baby),2020-10-09--2020-10-16,Pray 4 Love (Deluxe),rap,2020-08-07,235987,83,0.8740000000000001,0.147,0.443,0.0,0.124,-9.628,0.241,118.004,4
6567,Ricus Nel,168,15763,Hardekole,2020-10-09--2020-10-16,Ouskool - Boerseun,afrikaans,2016-06-10,269866,45,0.647,0.313,0.58,0.0,0.177,-7.79,0.0463,77.994,4
6568,Surfaces,169,15733,Sunday Best,2020-10-09--2020-10-16,Where the Light Is,bedroom soul,2019-01-06,158571,86,0.878,0.183,0.525,0.0,0.0714,-6.832000000000002,0.0578,112.022,4
6569,21 Savage,170,15653,Rich Nigga Shit (feat. Young Thug),2020-10-09--2020-10-16,SAVAGE MODE II,hip hop,2020-10-02,190331,81,0.825,0.349,0.733,0.0,0.112,-5.625,0.0969,97.974,4
6570,Money Man,171,15646,24 (feat. Lil Baby),2020-10-09--2020-10-16,Epidemic (Deluxe),rap,2020-08-21,182857,72,0.868,0.146,0.638,0.0565,0.0931,-7.746,0.0736,126.03,4
6571,Mr JazziQ,172,15542,Vsop,2020-10-09--2020-10-16,Maba Jabul'Abantu,house,2020-10-02,374736,40,0.8420000000000001,0.0212,0.622,0.0049,0.16699999999999998,-11.505,0.0544,113.998,4
6572,Juice WRLD,173,15542,Hate The Other Side (with Marshmello & The Kid Laroi),2020-10-09--2020-10-16,Legends Never Die,rap,2020-07-10,160212,84,0.701,0.29100000000000004,0.65,0.0,0.112,-6.313,0.104,90.00299999999999,4
6573,Dominic Fike,174,15523,3 Nights,2020-10-09--2020-10-16,"Don't Forget About Me, Demos",rock,2018-10-16,177666,70,0.815,0.223,0.518,0.0,0.104,-6.5939999999999985,0.0897,151.891,4
6574,Elandré,175,15512,Vuur Op Die Water,2020-10-09--2020-10-16,Boomhuis,afrikaans,2019-04-19,216795,44,0.74,0.446,0.872,1.94e-05,0.29100000000000004,-7.377999999999999,0.0882,119.983,4
6575,Alessia Cara,176,15474,Scars To Your Beautiful,2020-10-09--2020-10-16,Know-It-All (Deluxe),r&b,2015-11-13,230226,73,0.573,0.0285,0.7390000000000001,0.0,0.111,-5.74,0.129,97.085,4
6576,Megan Thee Stallion,177,15376,Savage Remix (feat. Beyoncé),2020-10-09--2020-10-16,Savage Remix (feat. Beyoncé),rap,2020-04-29,242000,83,0.8220000000000001,0.016,0.743,0.0,0.127,-4.772,0.28,84.459,4
6577,Nomcebo Zikode,178,15351,Imizamo Yami,2020-10-09--2020-10-16,Xola Moya Wam',house,2020-08-21,331011,44,0.51,0.34,0.487,0.0205,0.0898,-10.928,0.124,186.3,3
